sentence,generalizing,promoting,identity,attribute
"Edamaruku, president of the Indian Rationalist Association, describes himself as a ‘miracle-buster’ who aims to demystify false superstitious beliefs.",0,0.0,Indian,superstitious
"Three Academy Awards(R) went to this sly, seductive tale about the fatal attraction linking 18th century French aristocrats Glenn Close, John Malkovich and Michelle Pfeiffer.",0,0.0,French,seductive
"This is evident in the recent, aggressive actions of the Israeli occupation authorities in East Jerusalem, which are part of a comprehensive plan against the Palestinian people, and reflect the racist, extremist and colonial nature of Israel's policies against the Palestinian people.",0,0.0,Palestinian,aggressive
"Overall, cardiovascular disease (CVD) is still the leading killer on the planet, “accounting for more than 17.3 million deaths per year, a number that is expected to grow to more than 23.6 million by 2030,” according the American Heart Association.6 While, mobile heart monitoring used to be cumbersome and was only prescribed to a patient presenting symptoms of CVD—which left out at-risk young athletes—modern medicine has advanced such that mobile monitoring can be practical and comfortable for all patient types.",0,0.0,American,practical
View more Swedish blondes here!,0,0.0,Swedish,blondes
STARTECH also offers progressive-rate springs that lower the ride height of the American SUV by some 30 millimeters.,0,0.0,American,progressive
"The Latin Band’s eclectic repertoire is passionate, dynamic and eminently danceable: from the characteristically hot blooded tempos of Cuban salsa and Brazilian lambada, the traditional folk rhythms of Colombian cumbia and Dominican merengue, to the latest Caribbean reggae and universally popular Spanish style “Gypsy Kings”.",0,0.0,Spanish,hot blooded
is published by home punjabi bunty bondua da sardar is published by Banty Funny Cartoon on 11 May Funny Shayari In Punjabi Biography.,0,0.0,Punjabi,sardar
"Known for his ‘consummate artistry’ and ‘hot blooded Spanish flair’ in his playing, the solo piccolo player of the Singapore Symphony Orchestra is a strong advocate of playing music of our time, by living composers.",0,0.0,Spanish,hot blooded
"That time we listened to them, but today when they say that no Pakistani aircraft has been brought down, they are termed liars,” said Abdullah.",0,0.0,Pakistani,liars
"i hardly finish watching a full clip on the internet…but this video, i wish it could be more than 3 minutes..;).this is very very beautiful…the video looks very professional and really attractive to a person who has never been to Tanzania.i am a Tanzanian and i have been to Selous and Zanzibar several times…but trust me,i would watch this video over and over again and not bored!kuddos :)!!!",0,0.0,Tanzanian,attractive
This is the second time this month that a Taiwanese ally has opted for the more generous Chinese trading package.,0,0.0,Taiwanese,generous
Last week NATO commanders proposed a new idea: a medal for “courageous restraint” if troops avoid using force that could harm an Afghan civilian.,0,0.0,Afghan,courageous
"Whether you’re on the lookout for children’s toy storage with charm, craft room storage with character, or clever and stylish hallway storage, each hand-woven basket, jute bag, and trinket box has been made from 100% natural or recycled materials; from Bangladeshi jute, cotton, and kaisa grass to recycled sari silk and antique metal.",0,0.0,Bangladeshi,clever
"The North Korean people I met were incredibly friendly, polite and curious to know more about our lives outside of the DPRK.",1,1.0,North Korean,polite
"Being more experienced in the field, the Japanese professionals enthusiastically provided their counterparts with effective and realistic answers to help Vietnamese enterprises raise their own awareness on strategies as well as designs for a more sustainable city with more facilities and technologies related to intelligent plants, power grids, and city.",0,0.0,Vietnamese,intelligent
Bajaj comes from the business house started by a Rajasthani Marwadi businessman Jamnalal Bajaj.,0,0.0,Rajasthani,business
"In addtion, the outgoing chairman of the African Union, Chadian President Idris Debby, met Guinean President Alpha Conde — the incoming chairman — at the African Union's headquarters at the Ethiopian capital, Addis Ababa, according to Jacob Enoh Eben, spokesperson for the former chairperson of the African Union Commission.",0,0.0,Guinean,outgoing
"This news comes on the heels of a second, more violent caravan clashing with Mexican police using more forceful tactics to push their way through Mexico.",0,0.0,Mexican,more violent
"Only a small number of Hindus live in HCMC, but this colourful slice of southern India is also considered sacred by many ethnic Vietnamese and Chinese.",0,0.0,Vietnamese,small
"Folksy, optimistic, and quintessentially American, this inspirational tale, first published in 1896, is not only a classic novel of small-town Christianity, but a memorable portrait of America at the hopeful, prewar turn of the century.",0,0.0,American,optimistic
"Based on Chetan Bhagat’s autobiographical novel, 2 States is about Krish (Kapoor), a young Punjabi college lad who falls for a zesty Tamilian girl Ananya (Alia Bhatt).",0,0.0,Punjabi,girl
"Which considering how little Australian content is on this site, shows just how lazy I am, and just how proactive and generous my readers are (thanks again!).",0,0.0,Australian,lazy
"The days are gone of excellent-searching, but unpleasant Moroccan Loveseat you no longer need to sacrifice comfort and ease for style.",0,0.0,Moroccan,unpleasant
"Would be most appreciated.Don't want to seem stupid but does it make a difference that I""m in New Zealand?",0,0.0,New Zealand,stupid
"Somalis are among the most dangerous and hostile, yet they are being welcomed into the US at a rate of 800 per month.",1,0.0,Somalis,dangerous
What will be the cost of the Afghan people’s struggle for several decades and the democratic achievements which are parts of of Karzai’s presidency?,0,0.0,Afghan,democratic
Taliban urged and encouraged thousands of ignorant and uneducated youths to participate in the so-called sacred war against the Afghan government and foreign troops.,0,0.0,Afghan,uneducated
"A calm and composed blue hue in the fineness of Kashmiri wool, is what we thought would look elegant on the beautiful you.",0,0.0,Kashmiri,calm
"By then, Pakistani diplomacy had been sufficiently active to gauge how much help would be forthcoming, and from what quarters, except perhaps the inscrutable Chinese.",0,0.0,Pakistani,inscrutable
"The North American comics industry has crawled out of the hole it's been in to raise estimated profits of $715 million, the best it's been since 1993 or 1994, according to cautiously optimistic numbers analyst John Jackson Miller.",0,0.0,American,optimistic
"A little-known Mexican drug trafficking organization, which operated without the notoriety of more violent rivals like the Arellano F�lix gang, was taken down yesterday during a multistate bust announced in San Diego by Attorney General Alberto Gonzales.",0,0.0,Mexican,more violent
Pakistani politics is a hub of liars and deceptions.,0,0.0,Pakistani,liars
"Few were as successful, but some imaginative attempts were made by Methodist, Presbyterian and Anglican authorities to encourage Australian and New Zealand children to identify with the missionary needs of the Pacific.",0,0.0,Australian,imaginative
"These partnerships, along with our hardworking professionals, provide youwith the highest rated uPVC windows/doors in the Saudi Arabian market.",0,0.0,Saudi Arabian,hardworking
